codigo_municipio;municipio;uf;ano;prestadores;servicos;populacao;agua;esgoto
230030;Acopiara;CE;2011;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23003040] Secretaria da Infraestrutura - SEINFRA";"Água e Esgoto; Res Sólidos";51469;20615;4168
230030;Acopiara;CE;2010;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;51160;16537;3347
230030;Acopiara;CE;2009;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;50784;16076;2774
230030;Acopiara;CE;2008;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;50485;14182;2308
230030;Acopiara;CE;2007;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;48703;13951;
230030;Acopiara;CE;2006;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;45569;17755;
230030;Acopiara;CE;2005;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;45808;22048;
230030;Acopiara;CE;2004;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;46048;21195;
230030;Acopiara;CE;2003;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;46483;20163;
230030;Acopiara;CE;2002;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;46691;19336;
230030;Acopiara;CE;2001;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;46838;19443;
230030;Acopiara;CE;2000;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;47137;18785;
230030;Acopiara;CE;1999;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;46494;;
230030;Acopiara;CE;1998;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;46788;;
230040;Aiuaba;CE;2012;[23004011] Prefeitura Municipal de Aiuaba - PMA;Água;16468;11000;
230040;Aiuaba;CE;2011;[23004011] Prefeitura Municipal de Aiuaba - PMA;Água;16338;9600;
230040;Aiuaba;CE;2010;[23004011] Prefeitura Municipal de Aiuaba - PMA;Água;16203;8602;
230040;Aiuaba;CE;2009;"[23004011] Prefeitura Municipal de Aiuaba - PMA; [23004040] Prefeitura Municipal Aiuaba - PMA";"Água; Res Sólidos";16423;5230;
230040;Aiuaba;CE;2006;[23004011] Prefeitura Municipal de Aiuaba - PMA;Água;15363;9466;
230040;Aiuaba;CE;2005;[23004011] Prefeitura Municipal de Aiuaba - PMA;Água;15224;9200;
230040;Aiuaba;CE;2002;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;14711;;
230040;Aiuaba;CE;2001;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;14580;;
230050;Alcântaras;CE;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23005040] Prefeitura Municipal de Alcântaras - PMA";"Água e Esgoto; Res Sólidos";11321;2638;1452
230050;Alcântaras;CE;2014;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23005040] Prefeitura Municipal de Alcântaras - PMA";"Água e Esgoto; Res Sólidos";11247;2628;1304
230050;Alcântaras;CE;2013;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23005040] Prefeitura Municipal de Alcântaras - PMA";"Água e Esgoto; Res Sólidos";11171;3447;1450
230050;Alcântaras;CE;2012;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;10956;3441;1450
230050;Alcântaras;CE;2011;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;10865;3049;2204
230050;Alcântaras;CE;2010;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;10771;2154;985
230050;Alcântaras;CE;2009;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23005040] Prefeitura Municipal de Alcântaras - PMA";"Água; Res Sólidos";10816;2127;
230050;Alcântaras;CE;2008;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;10706;2019;
230050;Alcântaras;CE;2007;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;10270;1922;
230050;Alcântaras;CE;2006;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;10244;2240;
230050;Alcântaras;CE;2005;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;10138;2993;
230050;Alcântaras;CE;2004;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;10031;2854;
230050;Alcântaras;CE;2003;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;9838;2738;
230050;Alcântaras;CE;2002;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;9746;2599;
230050;Alcântaras;CE;2001;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;9664;2601;
230050;Alcântaras;CE;2000;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;9548;;
230060;Altaneira;CE;2015;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;7344;4329;537
230060;Altaneira;CE;2014;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23006040] RECICLAN PRESTADORA DE SERVIÇOS DE LIMPEZA LTDA - RECICLAN";"Água e Esgoto; Res Sólidos";7271;4295;536
230060;Altaneira;CE;2013;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23006040] RECICLAN PRESTADORA DE SERVIÇOS DE LIMPEZA LTDA - RECICLAN";"Água e Esgoto; Res Sólidos";7196;4125;662
230060;Altaneira;CE;2012;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23006040] RECICLAN PRESTADORA DE SERVIÇOS DE LIMPEZA LTDA - RECICLAN";"Água e Esgoto; Res Sólidos";7033;4199;662
230060;Altaneira;CE;2011;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23006040] RECICLAN PRESTADORA DE SERVIÇOS DE LIMPEZA LTDA - RECICLAN";"Água e Esgoto; Res Sólidos";6946;4748;913
230060;Altaneira;CE;2010;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23006040] RECICLAN PRESTADORA DE SERVIÇOS DE LIMPEZA LTDA - RECICLAN";"Água e Esgoto; Res Sólidos";6856;3339;420
230060;Altaneira;CE;2009;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;6834;3241;412
230060;Altaneira;CE;2008;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;6733;3095;401
230060;Altaneira;CE;2007;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;6417;3043;326
230060;Altaneira;CE;2006;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;6338;3509;
230060;Altaneira;CE;2005;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;6239;;
230060;Altaneira;CE;2004;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;6139;;
230060;Altaneira;CE;2003;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;5958;;
230060;Altaneira;CE;2002;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;5872;;
230060;Altaneira;CE;2001;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;5790;;
230060;Altaneira;CE;2000;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;5687;;
230060;Altaneira;CE;1999;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;5920;;
230060;Altaneira;CE;1998;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;5768;;
230070;Alto Santo;CE;2015;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;16876;5764;
230070;Alto Santo;CE;2014;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;16823;6031;
230070;Alto Santo;CE;2013;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;16767;3728;
230070;Alto Santo;CE;2012;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;16505;3749;
230070;Alto Santo;CE;2011;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;16434;5820;
230070;Alto Santo;CE;2010;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;16359;5779;
230070;Alto Santo;CE;2009;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;20829;5499;
230070;Alto Santo;CE;2008;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;20339;4475;
230070;Alto Santo;CE;2007;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;19154;4383;
230070;Alto Santo;CE;2006;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;16713;4932;
230070;Alto Santo;CE;2005;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;16512;;
230070;Alto Santo;CE;2004;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;16309;;
230070;Alto Santo;CE;2003;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;15944;;
230070;Alto Santo;CE;2002;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;15769;;
230070;Alto Santo;CE;2001;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;15611;;
230070;Alto Santo;CE;2000;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;15394;;
230070;Alto Santo;CE;1999;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;13143;;
230070;Alto Santo;CE;1998;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;13234;;
230075;Amontada;CE;2015;"[23007511] Serviço Autônomo de Água e Esgoto - SAAE; [23007540] SECRETARIA DE INFRAESTRUTURA E SERVIÇOS PÚBLICOS - SEINFRA";"Água e Esgoto; Res Sólidos";42098;17112;1050
230075;Amontada;CE;2014;"[23007511] Serviço Autônomo de Água e Esgoto - SAAE; [23007540] SECRETARIA DE INFRAESTRUTURA E SERVIÇOS PÚBLICOS - SEINFRA";"Água e Esgoto; Res Sólidos";41672;16939;950
230075;Amontada;CE;2013;"[23007511] Serviço Autônomo de Água e Esgoto - SAAE; [23007540] SECRETARIA DE INFRAESTRUTURA E SERVIÇOS PÚBLICOS - SEINFRA";"Água e Esgoto; Res Sólidos";41227;16902;950
230075;Amontada;CE;2012;"[23007511] Serviço Autônomo de Água e Esgoto - SAAE; [23007540] SECRETARIA DE INFRAESTRUTURA E SERVIÇOS PÚBLICOS - SEINFRA";"Água e Esgoto; Res Sólidos";40274;22000;10000
230075;Amontada;CE;2011;[23007511] Serviço Autônomo de Água e Esgoto - SAAE;Água e Esgoto;39762;21258;910
230075;Amontada;CE;2010;[23007511] Serviço Autônomo de Água e Esgoto - SAAE;Água e Esgoto;39232;20027;865
230075;Amontada;CE;2009;"[23007511] Serviço Autônomo de Água e Esgoto - SAAE; [23007540] SECRETARIA DE INFRAESTRUTURA E SERVIÇOS PÚBLICOS - SEINFRA";"Água e Esgoto; Res Sólidos";40198;19095;760
230075;Amontada;CE;2008;[23007511] Serviço Autônomo de Água e Esgoto - SAAE;Água e Esgoto;39497;15510;750
230075;Amontada;CE;2007;[23007511] Serviço Autônomo de Água e Esgoto - SAAE;Água e Esgoto;37513;15400;750
230075;Amontada;CE;2006;[23007511] Serviço Autônomo de Água e Esgoto - SAAE;Água e Esgoto;37634;15394;737
230075;Amontada;CE;2002;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;33842;;
230080;Antonina do Norte;CE;2015;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;7227;4532;
230080;Antonina do Norte;CE;2014;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;7200;4510;
230080;Antonina do Norte;CE;2013;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;7172;4398;
230080;Antonina do Norte;CE;2012;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;7056;4638;
230080;Antonina do Norte;CE;2011;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;7021;4981;
230080;Antonina do Norte;CE;2010;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;6984;4057;
230080;Antonina do Norte;CE;2009;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;7059;4033;
230080;Antonina do Norte;CE;2008;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;7013;4516;
230080;Antonina do Norte;CE;2007;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;6761;4347;
230080;Antonina do Norte;CE;2006;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;7561;4851;
230080;Antonina do Norte;CE;2005;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;7401;;
230080;Antonina do Norte;CE;2004;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;7239;;
230080;Antonina do Norte;CE;2003;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;6947;;
230080;Antonina do Norte;CE;2002;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;6808;;
230080;Antonina do Norte;CE;2001;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;6667;;
230080;Antonina do Norte;CE;2000;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;6509;;
230080;Antonina do Norte;CE;1999;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;6297;;
230080;Antonina do Norte;CE;1998;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;6135;;
230090;Apuiarés;CE;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23009040] PREFEITURA MUNICIPA DE APUIARES - PMA";"Água; Res Sólidos";14565;4654;
230090;Apuiarés;CE;2014;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23009040] PREFEITURA MUNICIPA DE APUIARES - PMA";"Água; Res Sólidos";14483;4601;
230090;Apuiarés;CE;2013;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;14397;4578;
230090;Apuiarés;CE;2012;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23009040] PREFEITURA MUNICIPA DE APUIARES - PMA";"Água; Res Sólidos";14135;4671;
230090;Apuiarés;CE;2011;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;14032;5288;
230090;Apuiarés;CE;2010;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;13925;4621;
230090;Apuiarés;CE;2009;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23009040] PREFEITURA MUNICIPA DE APUIARES - PMA";"Água; Res Sólidos";14414;4525;
230090;Apuiarés;CE;2008;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;14251;4702;
230090;Apuiarés;CE;2007;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;13649;4589;
230090;Apuiarés;CE;2006;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;14775;5152;
230090;Apuiarés;CE;2005;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;14435;6234;
230090;Apuiarés;CE;2004;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;14091;;
230090;Apuiarés;CE;2003;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;13472;;
230090;Apuiarés;CE;2002;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;13176;;
230090;Apuiarés;CE;2001;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;12911;;
230090;Apuiarés;CE;2000;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;12540;;
230090;Apuiarés;CE;1999;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;12067;;
230090;Apuiarés;CE;1998;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;11804;;
230100;Aquiraz;CE;2015;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;77717;26004;13120
230100;Aquiraz;CE;2014;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;76967;25159;11395
230100;Aquiraz;CE;2013;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;76186;17275;6751
230100;Aquiraz;CE;2012;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23010040] Secretaria de Infraestrutura e Recursos Hídricos - SEINFRA";"Água e Esgoto; Res Sólidos";74465;20400;6751
230100;Aquiraz;CE;2011;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;73562;34055;13794
230100;Aquiraz;CE;2010;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;72628;21520;11079
230100;Aquiraz;CE;2009;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23010040] Secretaria de Infraestrutura e Recursos Hídricos - SEINFRA";"Água e Esgoto; Res Sólidos";71400;20323;10853
230100;Aquiraz;CE;2008;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23010040] Secretaria de Infraestrutura e Recursos Hídricos - SEINFRA";"Água e Esgoto; Res Sólidos";70439;20349;10481
230100;Aquiraz;CE;2007;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23010040] Secretaria de Infraestrutura e Recursos Hídricos - SEINFRA";"Água e Esgoto; Res Sólidos";67265;19075;9826
230100;Aquiraz;CE;2006;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23010040] Secretaria de Infraestrutura e Recursos Hídricos - SEINFRA";"Água e Esgoto; Res Sólidos";70938;22206;10078
230100;Aquiraz;CE;2005;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;69343;8921;5785
230100;Aquiraz;CE;2004;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;67736;5159;5406
230100;Aquiraz;CE;2003;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;64832;7506;4778
230100;Aquiraz;CE;2002;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;63449;6967;4165
230100;Aquiraz;CE;2001;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;62326;6972;997
230100;Aquiraz;CE;2000;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;60469;4754;
230100;Aquiraz;CE;1999;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água;56368;3744;
230100;Aquiraz;CE;1998;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;55087;3789;
230110;Aracati;CE;2015;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23011040] SECRETARIA DE INFRAESTRUTURA E URBANISMO - SEINFRA";"Água e Esgoto; Res Sólidos";72727;36102;9694
230110;Aracati;CE;2014;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23011040] SECRETARIA DE INFRAESTRUTURA E URBANISMO - SEINFRA";"Água e Esgoto; Res Sólidos";72248;35718;9378
230110;Aracati;CE;2013;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23011040] SECRETARIA DE INFRAESTRUTURA E URBANISMO - SEINFRA";"Água e Esgoto; Res Sólidos";71749;43692;1019
230110;Aracati;CE;2012;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23011040] SECRETARIA DE INFRAESTRUTURA E URBANISMO - SEINFRA";"Água e Esgoto; Res Sólidos";70363;41775;1019
230110;Aracati;CE;2011;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;69771;41723;2688
230110;Aracati;CE;2010;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;69159;36941;544
230110;Aracati;CE;2009;"[23044000] Companhia de Água e Esgoto do Ceará - CAGECE; [23011040] SECRETARIA DE INFRAESTRUTURA E URBANISMO - SEINFRA";"Água e Esgoto; Res Sólidos";69616;32502;573
230110;Aracati;CE;2008;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;68886;36473;751
230110;Aracati;CE;2007;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;66049;32620;827
230110;Aracati;CE;2006;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;68673;36773;994
230110;Aracati;CE;2005;[23044000] Companhia de Água e Esgoto do Ceará - CAGECE;Água e Esgoto;67533;36135;754
