C├│digo_do;Munic├¡pio;Estado;Ano_de_Ref;Prestadore;Servi├ºos;POP_TOT__;AG001___Po;ES001___Po
230420;Crato;CE;2015;[23042011] Sociedade An├┤nima de ├ügua e Esgoto do Crato - SAAEC;├ügua e Esgoto;128,68000000000;127,43200000000;35,52700000000
230423;Croat├í;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23042340] PREFEITURA MUNICIPAL DE CROATA - PMC";"├ügua e Esgoto; Res. S├│lidos";17,72800000000;4,96500000000;1,14800000000
230425;Cruz;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23042540] Secretaria de Infra Estrutura e Urbanismo - Infra";"├ügua; Res. S├│lidos";23,67700000000;7,38200000000;0,00000000000
230426;Deputado Irapuan Pinheiro;CE;2015;"[23042611] Prefeitura Municipal de Deputado Irapuan Pinheiro - PMDIP; [23042640] Secretaria de Obras,  Servi├ºos P├║blicos e Transportes - SOSPT";"├ügua; Res. S├│lidos";9,44400000000;4,32500000000;0,00000000000
230427;Erer├¬;CE;2015;[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE;├ügua;7,10400000000;2,82300000000;0,00000000000
230428;Eus├®bio;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23042840] Secretaria de Obras e Servi├ºos P├║blicos - SOSP";"├ügua e Esgoto; Res. S├│lidos";51,12700000000;35,34200000000;4,42300000000
230430;Farias Brito;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23043040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA - SEINFRA";"├ügua; Res. S├│lidos";18,86100000000;5,67300000000;0,00000000000
230435;Forquilha;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23043540] SEINFRA - SECRETARIA DE INFRAESTRUTURA - SEINFRA";"├ügua e Esgoto; Res. S├│lidos";23,54400000000;14,65600000000;4,83400000000
230440;Fortaleza;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23044040] SECRETARIA DE CONSERVA├ç├âO E SERVI├çOS P├ÜBLICOS - SCSP";"├ügua e Esgoto; Res. S├│lidos";0,00000000000;0,00000000000;0,00000000000
230445;Fortim;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23044540] SECRETARIA DE DESENVOLVIMENTO URBANO DE FORTIM/CE - DESURB";"├ügua; Res. S├│lidos";15,95100000000;6,12200000000;0,00000000000
230450;Frecheirinha;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23045040] Secretaria de Infra Estrutura e Meio Ambiente - Meio Ambiente";"├ügua e Esgoto; Res. S├│lidos";13,54100000000;6,98700000000;1,06700000000
230460;General Sampaio;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23046040] Secretaria do Desenvolvimento Rural e Meio Ambiente - SEDERMA";"├ügua; Res. S├│lidos";6,76300000000;3,90700000000;0,00000000000
230465;Gra├ºa;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23046540] PREFEITURA MUNICIPAL DE GRA├çA - PMG";"├ügua e Esgoto; Res. S├│lidos";15,29400000000;5,32800000000;670,00000000000
230470;Granja;CE;2015;"[23047011] Prefeitura Municipal de Granja - PMG; [23047040] PREFEITURA MUNICIPAL DE GRANJA - PMG";"├ügua e Esgoto; Res. S├│lidos";53,91800000000;21,89300000000;1,00000000000
230480;Granjeiro;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23048040] Prefeitura Municipal de Granjeiro - PMG";"├ügua e Esgoto; Res. S├│lidos";4,49400000000;1,19300000000;502,00000000000
230490;Groa├¡ras;CE;2015;"[23049011] Prefeitura Municipal de Groa├¡ras - PMG; [23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23049040] Prefeitura Municipal de Groa├¡ras - PMG";"Esgoto; ├ügua; Res. S├│lidos";10,84700000000;7,12500000000;10,84700000000
230495;Guai├║ba;CE;2015;[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE;├ügua e Esgoto;25,84100000000;12,78700000000;2,13100000000
230500;Guaraciaba do Norte;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23050040] Prefeitura Municipal de Guaraciaba do Norte - PMGN";"├ügua e Esgoto; Res. S├│lidos";39,15100000000;11,57600000000;1,76500000000
230510;Guaramiranga;CE;2015;[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE;├ügua e Esgoto;3,72000000000;1,35900000000;731,00000000000
230520;Hidrol├óndia;CE;2015;[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE;├ügua;20,05500000000;10,26900000000;0,00000000000
230523;Horizonte;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23052340] SECRETARIA DE INFRA-ESTRUTURA - SEINFRA";"├ügua e Esgoto; Res. S├│lidos";63,36500000000;43,74500000000;4,35200000000
230530;Ibiapina;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23053040] PREFEITURA MUNICIPAL DE IBIAPINA - PMI";"├ügua; Res. S├│lidos";24,64900000000;9,35800000000;0,00000000000
230533;Ibicuitinga;CE;2015;[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE;├ügua;12,13000000000;5,34600000000;0,00000000000
230535;Icapu├¡;CE;2015;"[23053511] Servi├ºo Aut├┤nomo de ├ügua e Esgotos de Icapu├¡ - SAAE; [23053540] Secretaria de Obras, Servi├ºos Publicos e Urbanismo - Sec.Obras";"├ügua; Res. S├│lidos";19,41800000000;19,41800000000;0,00000000000
230540;Ic├│;CE;2015;"[23054011] Servi├ºo Aut├┤nomo de ├ügua e Esgoto - SAAE; [23054040] PREFEITURA MUNICIPAL DE IC├ô - PMI/IC├ô";"├ügua e Esgoto; Res. S├│lidos";67,19800000000;49,53600000000;17,85000000000
230550;Iguatu;CE;2015;"[23055011] Servi├ºo Aut├┤nomo de ├ügua e Esgoto de Iguatu - SAAE; [23055040] Secretaria do Meio Ambiente e Desenvolvimento Urbano - SEMURB";"├ügua e Esgoto; Res. S├│lidos";101,38600000000;85,37700000000;15,50000000000
230560;Independ├¬ncia;CE;2015;[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE;├ügua e Esgoto;25,95700000000;9,62200000000;2,67100000000
230570;Ipaumirim;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23057040] PREFEITURA MUNICIPAL DE IPAUMIRIM - PMI";"├ügua; Res. S├│lidos";12,30500000000;6,20700000000;0,00000000000
230600;Iracema;CE;2015;"[23060011] Prefeitura Municipal de Iracema - PMI; [23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23060040] PREFEITURA MUNICIPAL DE IRACEMA - PMI";"Esgoto; ├ügua; Res. S├│lidos";14,07100000000;7,95500000000;9,00000000000
230610;Irau├ºuba;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23061040] SECRETARIA DE INFRAESTRUTURA - SEINFRA";"├ügua; Res. S├│lidos";23,54300000000;9,08800000000;0,00000000000
230620;Itai├ºaba;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23062040] PREFEITURA MUNICIPAL DE ITAI├çABA-SECRETARIA DE INFRAESTRUTURA - PMI-SEINFRA";"├ügua; Res. S├│lidos";7,65600000000;2,43400000000;0,00000000000
230625;Itaitinga;CE;2015;[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE;├ügua e Esgoto;38,54000000000;35,54600000000;708,00000000000
230630;Itapag├®;CE;2015;[23063011] Servi├ºo Aut├┤nomo de ├ügua e Esgoto - SAAE;├ügua e Esgoto;51,11300000000;42,50000000000;1,85000000000
230640;Itapipoca;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23064040] PREFEITURA DE ITAPIPOCA - PMI";"├ügua e Esgoto; Res. S├│lidos";124,95000000000;57,11300000000;27,61900000000
230650;Itapi├║na;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23065040] SECRETARIA DE OBRAS INFRAESTRUTURA E CONTROLE URBANO - SOICU";"├ügua; Res. S├│lidos";19,72400000000;7,52300000000;0,00000000000
230655;Itarema;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23065540] SECTRETARIA DE TURIMO; PESCA E MEIO AMBIENTE - SECTUR";"├ügua e Esgoto; Res. S├│lidos";40,39800000000;9,04900000000;1,49200000000
230660;Itatira;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23066040] Secretaria Municipal de Infra Estrutura e Urbanismo S - SMIU";"├ügua; Res. S├│lidos";20,28500000000;1,84300000000;0,00000000000
230670;Jaguaretama;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23067040] Prefeitura Municipal de Jaguaretama - PMJ";"├ügua e Esgoto; Res. S├│lidos";17,99700000000;7,44200000000;285,00000000000
230680;Jaguaribara;CE;2015;[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE;├ügua e Esgoto;11,10200000000;7,70000000000;5,62700000000
230690;Jaguaribe;CE;2015;"[23069011] Servi├ºo Aut├┤nomo de ├ügua e Esgoto - SAAE; [23069040] Secretaria da Cidade e Infraestrutura - SEINFRA";"├ügua e Esgoto; Res. S├│lidos";34,56100000000;32,67200000000;8,25300000000
230700;Jaguaruana;CE;2015;[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE;├ügua;33,46900000000;13,64200000000;0,00000000000
230720;Jati;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23072040] Prefeitura Municipal de Jati - PMJ";"├ügua; Res. S├│lidos";7,80700000000;3,29600000000;0,00000000000
230725;Jijoca de Jericoacoara;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23072540] SECRETARIA DE DESENVOLVIMENTO ECON├öMICO, TURISMO E MEIO AMBIENTE - SETMA";"├ügua e Esgoto; Res. S├│lidos";18,92600000000;5,67200000000;1,23000000000
230730;Juazeiro do Norte;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23073040] Autarquia de Meio Ambiente de Juazeiro do Norte - AMAJU";"├ügua e Esgoto; Res. S├│lidos";266,02200000000;222,13100000000;58,50700000000
230740;Juc├ís;CE;2015;[23074011] Servi├ºo Aut├┤nomo de ├ügua e Esgoto - SAAE;├ügua e Esgoto;24,47900000000;18,56600000000;8,34800000000
230750;Lavras da Mangabeira;CE;2015;[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE;├ügua;31,38300000000;14,85500000000;0,00000000000
230760;Limoeiro do Norte;CE;2015;[23076011] Servi├ºo Aut├┤nomo de ├ügua e Esgoto - SAAE;├ügua e Esgoto;58,17500000000;57,59300000000;9,92500000000
230765;Maracana├║;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23076540] SECRETARIA DE INFRAESTRUTURA - SEINFRA";"├ügua e Esgoto; Res. S├│lidos";221,50400000000;147,55100000000;65,22700000000
230770;Maranguape;CE;2015;[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE;├ügua e Esgoto;123,57000000000;71,86300000000;7,08800000000
230780;Marco;CE;2015;[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE;├ügua;26,48400000000;12,05400000000;0,00000000000
230790;Martin├│pole;CE;2015;"[23079011] Prefeitura Municipal de Martin├│pole - PMM; [23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE";"Esgoto; ├ügua";10,89500000000;6,90300000000;587,00000000000
230800;Massap├¬;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23080040] SECRETARIA DE INFRAESTRUTURA E MEIO AMBIENTE - SEIMA";"├ügua e Esgoto; Res. S├│lidos";37,56000000000;19,33300000000;5,24800000000
230810;Mauriti;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23081040] PREFEITURA MUNICIPAL DE MAURITI - PMM";"├ügua e Esgoto; Res. S├│lidos";46,11300000000;15,00100000000;2,67100000000
230820;Meruoca;CE;2015;[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE;├ügua;14,67400000000;3,44000000000;0,00000000000
230830;Milagres;CE;2015;[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE;├ügua;28,35400000000;9,14500000000;0,00000000000
230837;Mira├¡ma;CE;2015;[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE;├ügua;13,42800000000;5,75400000000;0,00000000000
230840;Miss├úo Velha;CE;2015;[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE;├ügua e Esgoto;35,24000000000;11,89700000000;369,00000000000
230850;Momba├ºa;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23085040] PREFEITURA MUNICIPAL DE MOMBA├çA - PMM";"├ügua; Res. S├│lidos";43,61900000000;14,58600000000;0,00000000000
230860;Monsenhor Tabosa;CE;2015;[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE;├ügua;17,01200000000;8,47200000000;0,00000000000
230870;Morada Nova;CE;2015;[23087011] Servi├ºo de Aut├┤nomo de ├ügua e Esgoto - SAAE;├ügua e Esgoto;61,90300000000;58,00000000000;1,60000000000
230880;Mora├║jo;CE;2015;[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE;├ügua;8,52000000000;2,79200000000;0,00000000000
230890;Morrinhos;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23089040] Secretaria de Agricultura, Recursos H├¡dricos e Meio Ambiente - Seagri";"├ügua; Res. S├│lidos";21,90500000000;8,53900000000;0,00000000000
230900;Mucambo;CE;2015;[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE;├ügua e Esgoto;14,35700000000;8,51000000000;1,58800000000
230910;Mulungu;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23091040] Prefeitura Municipal de Mulungu - PMM";"├ügua e Esgoto; Res. S├│lidos";12,52600000000;3,46400000000;550,00000000000
230920;Nova Olinda;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23092040] Secretaria de Servi├ºo Publicos - SSP";"├ügua; Res. S├│lidos";15,18100000000;8,96500000000;0,00000000000
230940;Novo Oriente;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23094040] Secretaria de Obras e Infraestrutura - SOI";"├ügua e Esgoto; Res. S├│lidos";28,22000000000;10,52000000000;4,13100000000
230945;Ocara;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23094540] SECRETARIA DE INFRAESTRUTURA E DESENVOLVIMENTO URBANO - SEMID";"├ügua e Esgoto; Res. S├│lidos";25,12300000000;4,87400000000;777,00000000000
230950;Or├│s;CE;2015;[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE;├ügua;21,39400000000;12,54100000000;0,00000000000
230960;Pacajus;CE;2015;[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE;├ügua e Esgoto;68,80000000000;40,00400000000;1,85100000000
230970;Pacatuba;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23097040] Secretaria de Infraestrutura e Meio Ambiente - SIMA";"├ügua e Esgoto; Res. S├│lidos";80,37800000000;58,00400000000;30,79900000000
230980;Pacoti;CE;2015;[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE;├ügua e Esgoto;11,91000000000;3,67100000000;2,91900000000
230990;Pacuj├í;CE;2015;[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE;├ügua;6,16800000000;3,39700000000;0,00000000000
231000;Palhano;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23100040] PREFEITURA MUNICIPAL DE PALHANO - PMP";"├ügua; Res. S├│lidos";9,20900000000;3,32600000000;0,00000000000
231010;Palm├ícia;CE;2015;[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE;├ügua e Esgoto;12,89500000000;3,95300000000;992,00000000000
231020;Paracuru;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23102040] Prefeitura Municipal - PM";"├ügua e Esgoto; Res. S├│lidos";33,42600000000;11,73800000000;3,93400000000
231025;Paraipaba;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23102540] Secretaria de Infraestrutura - Seinfra";"├ügua e Esgoto; Res. S├│lidos";31,98600000000;9,87500000000;5,63300000000
231030;Parambu;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23103040] Secretaria de Infraestrutura e Desenvolvimento Econ├┤mico - SEINFRA";"├ügua; Res. S├│lidos";31,29300000000;11,15300000000;0,00000000000
231040;Paramoti;CE;2015;"[23044000] Companhia de ├ügua e Esgoto do Cear├í - CAGECE; [23104040] Secretaria de Desenvolvimento Agr├írio e Meio Ambiente - SEDAMA";"├ügua e Esgoto; Res. S├│lidos";11,54900000000;5,53900000000;871,00000000000
